,statuses_count,followers_count,friends_count,favourites_count,listed_count,url,lang,time_zone,location,default_profile,default_profile_image,geo_enabled,profile_use_background_image,profile_background_tile,is_translator,protected,verified,description,target,account_age_days
24,24163,435,320,676,1,0,1,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,1289
25,45750,7644,359,54926,46,1,1,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,610
26,1203,182,117,136,0,0,1,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,668
27,274989,9815,2190,40114,38,0,1,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,1728
28,11334,349,348,2465,4,0,1,1,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,1813
29,72102,726,28,165,23,1,1,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,1385
30,15525,879,667,153,5,1,1,1,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,2331
31,31248,3205,2377,3650,282,0,1,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,2227
32,105025,543,327,49956,1,0,1,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,1966
33,54,10,91,14,0,0,1,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1824
34,371,90,147,363,0,0,1,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,448
35,2582,223,495,1668,3,0,1,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,564
36,427,75,77,279,0,0,1,0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,2284
37,416,25,28,2,1,0,1,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,1565
38,34627,661,498,15474,1,0,1,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,1455
39,25098,832,644,6107,1,0,1,1,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,1032
40,283536,7785,424,1157,217,1,1,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,2402
41,13634,697,103,5258,30,1,1,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,2122
42,10339,385,200,72,7,0,1,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,1860
43,19390,385,252,11,1,1,1,1,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,1579
44,1960,4910,1675,1043,22,1,1,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,999
45,2766,79,196,587,0,0,1,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,1610
46,3114,28,32,1,0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2062
47,4236,249,278,1787,0,0,1,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,2009
48,33298,698,600,4037,5,1,1,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,2201
49,378,173,312,27,0,0,1,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,717
50,46272,943,750,9355,3,0,1,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,1586
51,1043,81,77,2192,0,0,1,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,644
52,5194,247,177,3173,0,0,1,1,1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0,1497
53,3547,1651,1754,1607,4,0,1,0,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,620
54,6127,1233,1166,97,10,0,1,1,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,2418
55,3450,159,124,5059,5,0,1,0,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,642
56,8102,241,273,1067,0,0,1,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,1370
57,51961,1401,1335,48065,9,0,1,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,2221
58,23261,589,396,52,0,1,1,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,1754
59,14187,358,967,280,8,1,1,1,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,1781
60,169053,1193,351,3439,25,1,1,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,1402
61,3566,136,116,1330,0,0,1,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,1904
62,2366,157,388,287,3,1,1,1,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,950
63,639,120,64,407,1,1,1,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,777
64,20291,1114,1292,11382,14,1,1,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,1405
65,57768,348,389,13804,4,1,1,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,952
66,844,93,385,27,0,0,1,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,1935
67,7588,235,112,10979,0,1,1,0,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,714
68,20388,399,402,529,3,1,1,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,1418
69,2287,71,56,295,3,1,1,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,2190
70,42077,763,97,922,18,1,1,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,2465
71,16948,244,246,5500,3,0,1,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,1015
72,4655,281,421,2466,1,1,1,0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,779
73,23875,2134,654,241,8,0,1,1,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,1020
74,14537,865,250,0,20,1,1,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,1296
75,8877,400,173,5293,2,0,1,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,1427
76,5057,625,566,919,1,0,1,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,1629
77,7135,202,300,299,1,1,1,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,1319
78,346,451,403,1875,0,0,1,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,931
79,3629,269,187,1229,0,0,1,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,2150
80,18745,553,1856,81,8,1,1,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,2351
81,9240,170,143,4567,2,0,1,0,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,530
82,8318,884,250,137,10,0,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,2342
83,1238,192,175,624,0,0,1,1,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,904
84,2182,254,292,620,1,0,1,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,946
85,9156,285,205,4088,1,0,1,0,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,0,799
86,911,53,272,1177,1,0,1,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1388
87,38417,344,335,23322,4,0,1,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,1698
88,13572,701,708,6970,0,0,1,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,2303
89,1523,87,195,66,3,0,1,0,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,2041
90,2055,142,129,489,0,0,1,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,818
91,24986,650,348,4907,1,0,1,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,1442
92,21105,415,481,248,1,0,1,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,1917
93,19515,689,470,2463,26,0,1,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,2417
94,1000,108,155,1326,0,0,1,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,344
95,2310,651,744,941,4,0,1,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,1774
96,1182,220,1040,1388,7,1,1,1,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,2487
97,615,2544,262,979,4,0,1,1,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,1016
98,21207,631,213,408,12,1,1,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,2352
99,37989,451,268,3140,9,0,1,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,2323
100,11452,389,297,5456,0,0,1,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,1506
101,43447,1068,822,8097,2,1,1,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,1039
102,17447,1953,1199,16715,15,1,1,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,994
103,15809,385,353,4688,5,1,1,0,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,708
104,3559,99,105,663,0,0,1,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,2177
105,4059,599,585,105,8,1,1,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,2094
106,87311,1878,1882,330,17,1,1,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,2324
107,13635,665,1168,4724,16,0,1,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,2462
108,23799,462,272,4116,10,1,1,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,1524
109,4282,32,114,6,3,1,1,1,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,479
110,36093,422,326,12075,7,0,1,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,1294
111,3028,1915,1804,1441,72,1,1,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,1015
112,69,100,214,170,1,1,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,238
113,157,23,102,23,0,0,1,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1449
114,6747,592,254,7636,3,1,1,1,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,1363
115,5414,486,305,2526,1,0,1,0,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,1412
116,5051,167,351,80,4,1,1,1,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,1248
117,29146,1347,736,2728,15,1,1,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,2011
118,9550,500,416,9175,4,1,1,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,1210
119,718,118,224,180,2,1,1,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,674
120,5939,720,727,420,6,0,1,1,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,700
121,1271,14,38,62,0,0,1,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,633
122,28255,1439,755,1983,3,0,1,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,1361
123,3259,175,116,1297,0,1,1,0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,359
124,15595,1280,1985,3786,5,1,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,1749
125,549,508,892,401,15,0,1,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,2383
126,2583,280,337,4537,0,0,1,0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,342
127,44376,790,159,5517,18,0,1,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,729
128,108575,15305,1543,11161,132,1,1,1,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,1393
129,1107,121,231,572,0,0,1,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,805
130,2713,61,52,1032,1,0,1,0,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,2321
131,811,34,351,656,0,0,1,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,798
132,5290,298,243,654,3,0,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,2324
133,82094,7689,207,30086,229,1,1,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,1371
134,133,72,460,146,0,0,1,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,224
135,10221,458,395,1813,3,1,1,1,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,2129
136,50540,3491,3296,19086,72,1,1,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,1149
137,95069,1045,350,49312,20,0,1,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,1799
138,24117,788,405,6725,16,0,1,1,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,1140
139,1303,147,138,71,4,0,1,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,1859
140,80,3,50,27,0,0,1,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,1803
141,8234,536,397,2684,0,0,1,1,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,1590
142,28655,462,290,413,15,1,1,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,2047
143,9561,417,258,1130,0,0,1,1,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,1209
144,44535,314,290,16169,1,0,1,0,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,889
145,496,62,95,70,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,902
146,325,101,230,20,0,0,1,0,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,2099
147,6877,247,838,1915,3,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1548
148,2647,604,296,170,0,1,1,1,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,1393
149,3719,220,198,255,0,0,1,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,767
150,6629,286,127,1110,2,0,1,1,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,1235
151,894,55,65,43,1,0,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,539
152,31414,344,318,123,6,1,1,1,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,2194
153,10171,369,259,3192,0,1,1,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,1539
154,11133,6897,3735,22522,1,0,1,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,809
155,14376,363,306,1753,1,0,1,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,1690
156,30812,252,234,45,7,1,1,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,2390
157,1311,169,342,347,1,0,1,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,938
158,177,41,154,39,0,0,1,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,2391
159,17348,321,231,7932,1,0,1,1,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,1194
160,176950,35379,587,241,485,1,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,2454
161,265,26,107,442,0,0,1,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,1090
162,2127,229,262,510,0,0,1,1,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,1433
163,41271,15171,210,7721,174,1,1,1,1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1,0,2126
164,1876,334,912,587,0,1,1,0,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,2337
165,1197,28,98,223,0,0,1,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,461
166,1318,166,233,615,0,0,1,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,448
167,13209,204,115,3414,4,1,1,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,1493
168,84124,1575,1601,9220,21,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1380
169,1410,844,1416,111,24,0,1,1,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,2771
170,85,74,121,307,0,0,1,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,287
171,25279,495,628,432,16,0,1,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,2091
172,462,370,548,36,1,0,1,0,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,355
173,24063,662,208,56035,19,0,1,0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,504
174,2449,148,134,495,0,1,1,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,2415
175,19678,423,261,10626,4,0,1,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,1821
176,9510,1087,1096,4279,0,0,1,1,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,1467
177,4353,157,168,2083,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,839
178,2630,76,158,632,1,0,1,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,1535
179,249449,5169,3418,14341,218,0,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,2457
180,24457,841,482,7231,1,0,1,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,916
181,32407,2418,2465,7282,90,0,1,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,2370
182,79,8,24,23,0,0,1,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,537
183,1515,3656,238,24,14,1,1,1,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,594
184,361,60,223,99,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1586
185,2689,380,155,27,0,1,1,1,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,558
186,30259,1767,120,6774,14,1,1,1,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,531
187,8058,672,717,610,4,0,1,1,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,2214
188,1382,520,1302,1143,1,1,1,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,722
189,26478,552,427,2975,0,0,1,1,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,1826
190,5352,384,187,877,2,0,1,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,2441
191,52423,1940,305,14166,180,1,1,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,2157
192,242,187,152,86,2,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,320
193,2964,165,647,776,5,1,1,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,670
194,1975,527,1778,196,15,1,1,1,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,1969
195,125,296,435,1071,0,0,1,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,742
196,160,165,574,31,1,0,1,0,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,2272
197,10423,169,313,6879,1,1,1,1,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,646
198,3517,274,635,1126,7,0,1,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,290
199,1926,341,294,1451,0,1,1,0,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,1034
200,2391,148,258,943,0,0,1,1,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,1167
201,776,196,134,379,0,0,1,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,302
202,60715,616,604,3281,6,0,1,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,1787
203,2178,93,210,88,1,1,1,0,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,709
204,6641,1471,1977,7841,52,1,1,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,3130
205,1296,351,422,682,0,0,1,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,1051
206,500,108,151,2027,0,0,1,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,679
207,162921,1249,1724,1794,56,1,1,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,2504
208,23663,473,457,2988,2,0,1,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,518
209,94113,1357,520,91458,17,0,1,1,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,2160
210,7811,244,242,5385,3,0,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,1139
211,7051,189,206,2449,1,0,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,2246
212,5210,641,426,1678,1,0,1,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,1754
213,711,49,205,74,0,0,1,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,679
214,24257,510,322,8884,2,0,1,1,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,1373
215,45,41,219,76,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,283
216,80156,1962,1094,1873,7,1,1,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,2093
217,2685,167,156,1888,1,0,1,1,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,1303
218,4952,22,301,150,0,1,1,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,919
219,160869,1592,1303,631,19,1,1,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,2332
220,13,13,51,20,1,0,1,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,892
221,61850,836,688,872,1,0,1,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,1658
222,78397,1712,1009,4558,10,0,1,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,1586
223,5297,1331,1943,63,44,1,1,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,2493
224,4156,1242,1999,59,3,1,1,1,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,1061
225,22364,1236,624,16114,9,0,1,0,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,685
226,23056,433,288,27152,0,1,1,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,1224
227,12230,1203,2001,5542,4,0,1,1,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,1258
